FIPS,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,RBIRTH2011,RBIRTH2012,RBIRTH2013,RDEATH2011,RDEATH2012,RDEATH2013,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RNETMIG2011,RNETMIG2012,RNETMIG2013
21101,46250,46250,46271,46386,46472,46347,21,115,86,-125,155,587,554,548,144,496,491,503,11,91,63,45,2,10,8,8,12,41,21,-176,14,51,29,-168,-4,-27,-6,-2,1165,1165,1165,1165,1165,12.670386479000001,11.932197549000001,11.807927256,10.7061528,10.575286997000001,10.838298193,1.9642336791,1.3569105516,0.969629063,0.21584985480000002,0.1723061018,0.17237850010000003,0.8849844048000001,0.4523035172,-3.792327002,1.1008342597,0.624609619,-3.6199485019999997
21103,15416,15416,15407,15399,15345,15445,-9,-8,-54,100,62,190,192,193,46,162,162,150,16,28,30,43,0,2,1,1,-26,-36,-86,76,-26,-34,-85,77,1,-2,1,-20,80,80,80,80,80,12.335259365,12.490241998,12.536537837000001,10.517431669,10.538641686,9.7434231893,1.8178276959,1.9516003122999999,2.7931146476,0.1298448354,0.0650533437,0.0649561546,-2.3372070380000003,-5.594587562,4.9366677493,-2.2073622019999997,-5.529534217999999,5.0016239039
21105,4902,4902,4883,4822,4777,4745,-19,-61,-45,-32,21,40,44,43,33,74,54,65,-12,-34,-10,-22,0,0,0,0,-6,-35,-34,-14,-6,-35,-34,-14,-1,8,-1,4,212,212,212,212,212,8.243173621799999,9.1676216273,9.031716026,15.2498712,11.251171997,13.652593993,-7.006697579,-2.08355037,-4.620877967,0.0,0.0,0.0,-7.2127769189999995,-7.084071257000001,-2.940558706,-7.2127769189999995,-7.084071257000001,-2.940558706
21107,46920,46920,46885,46890,46722,46634,-35,5,-168,-88,151,562,539,538,177,543,512,524,-26,19,27,14,2,16,16,17,-6,-14,-212,-126,-4,2,-196,-109,-5,-16,1,7,1086,1086,1086,1086,1086,11.98613703,11.515617656,11.525772312,11.580911757,10.938768534000001,11.225845152,0.40522527329999997,0.5768491218999999,0.2999271605,0.3412423354,0.34183651670000004,0.3641972664,-0.298587043,-4.529333846,-2.699344445,0.0426552919,-4.187497329,-2.3351471790000002
21109,13494,13494,13491,13396,13315,13427,-3,-95,-81,112,28,152,158,152,67,176,149,138,-39,-24,9,14,1,3,3,3,35,-65,-94,83,36,-62,-91,86,0,-9,1,12,110,110,110,110,110,11.306579388,11.830332073,11.367885722999999,13.091828765,11.156452397999999,10.320843617000001,-1.785249377,0.673879675,1.0470421061,0.22315617210000002,0.22462655829999997,0.2243661656,-4.835050396000001,-7.038298827999999,6.207463914400001,-4.611894223999999,-6.81367227,6.43183008
21111,741096,741096,742256,746295,750810,756832,1160,4039,4515,6022,2549,10067,10081,10027,1786,7157,7113,7055,763,2910,2968,2972,439,1781,1878,1893,0,-237,-258,1221,439,1544,1620,3114,-42,-415,-73,-64,14153,14153,14155,14151,14150,13.525905394,13.467325270999998,13.301566287,9.6160628692,9.5023395153,9.358985753899999,3.9098425247,3.9649857558,3.942580533,2.3929311122,2.5088420652,2.5112062413,-0.31843047399999996,-0.344665204,1.6197479242,2.0745006385,2.1641768613,4.1309541655
21113,48586,48586,48696,48953,49586,50173,110,257,633,587,146,663,716,707,116,383,354,349,30,280,362,358,11,49,46,48,76,-102,225,166,87,-53,271,214,-7,30,0,15,1779,1779,1779,1779,1779,13.579248123,14.532317154000001,14.174159725,7.8444223699,7.1849724475,6.9968624385,5.7348257535,7.3473447062,7.1772972865,1.0035945069,0.9336404875,0.9623191892,-2.089115096,4.566719775899999,3.3280205295,-1.0855205890000001,5.5003602634,4.2903397187
21115,23356,23358,23387,23422,23406,23449,29,35,-16,43,63,280,304,299,103,270,274,278,-40,10,30,21,0,0,0,0,68,35,-43,45,68,35,-43,45,1,-10,-3,-23,528,528,529,532,532,11.963511291,12.983684975,12.762778785999998,11.53624303,11.702400273,11.866396329,0.4272682604,1.2812847015,0.8963824565,0.0,0.0,0.0,1.4954389113,-1.836508072,1.9208195497,1.4954389113,-1.836508072,1.9208195497
21117,159720,159721,159846,160407,161502,163145,125,561,1095,1643,559,2385,2346,2359,305,1370,1333,1343,254,1015,1013,1016,25,105,121,115,-148,-540,-23,521,-123,-435,98,636,-6,-19,-16,-9,2332,2332,2332,2332,2332,14.894474055999998,14.575547748,14.532707833,8.5557356215,8.281843626599999,8.273601788999999,6.3387384349,6.2937041214,6.2591060444,0.6557315622,0.7517652504000001,0.7084618062000001,-3.3723337489999996,-0.142897527,3.2096400089999997,-2.7166021860000003,0.6088677235000001,3.9181018152
21119,16346,16346,16298,16219,16048,15976,-48,-79,-171,-72,50,181,155,150,55,193,194,177,-5,-12,-39,-27,1,9,9,9,-43,-74,-144,-39,-42,-65,-135,-30,-1,-2,3,-15,677,677,677,677,677,11.132638312000001,9.6073387672,9.3679740195,11.87071378,12.024669167,11.054209343,-0.738075468,-2.417330399,-1.686235324,0.5535566011999999,0.5578454768,0.5620784412,-4.5514653869999995,-8.925527629,-2.435673245,-3.9979087860000004,-8.367682152,-1.8735948040000001
21121,31883,31883,31852,32065,31697,31790,-31,213,-368,93,98,378,402,379,126,377,403,418,-28,1,-1,-39,3,16,16,16,-6,133,-387,89,-3,149,-371,105,0,63,4,27,642,642,642,642,642,11.827839229,12.609391172999999,11.939452171,11.796548649000002,12.640757817999999,13.168050152000001,0.03129058,-0.031366645,-1.2285979809999998,0.5006492795,0.5018663154,0.5040401972,4.1616471361,-12.1388915,2.803723597,4.6622964157,-11.63702519,3.3077637942
21123,14193,14193,14201,14219,14087,14064,8,18,-132,-23,37,135,145,137,50,156,164,146,-13,-21,-19,-9,2,4,1,2,22,37,-114,-9,24,41,-113,-7,-3,-2,0,-7,313,313,313,313,313,9.5003518649,10.245177701,9.733224397,10.978184377,11.587649262000001,10.372633299,-1.477832512,-1.342471561,-0.639408902,0.2814919071,0.0706563979,0.14209086710000002,2.6038001406999998,-8.054829365,-0.639408902,2.8852920479,-7.984172967,-0.497318035
