FIPS,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,RBIRTH2011,RBIRTH2012,RBIRTH2013,RDEATH2011,RDEATH2012,RDEATH2013,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RNETMIG2011,RNETMIG2012,RNETMIG2013
29041,7831,7827,7850,7732,7674,7628,23,-118,-58,-46,35,80,77,76,11,98,80,102,24,-18,-3,-26,0,3,3,3,2,-111,-58,-23,2,-108,-55,-20,-3,8,0,0,213,213,213,213,213,10.268258247,9.9961054135,9.9333420468,12.578616352000001,10.385564066,13.331590642,-2.310358106,-0.389458652,-3.398248595,0.3850596843,0.3894586525,0.39210560710000003,-14.24720832,-7.529533947999999,-3.006142988,-13.86214863,-7.140075295,-2.614037381
29043,77422,77422,77894,78699,79817,80899,472,805,1118,1082,288,1066,962,982,109,541,528,554,179,525,434,428,7,22,24,26,273,196,663,599,280,218,687,625,13,62,-3,29,582,582,582,582,582,13.614912544000001,12.137576017999999,12.220314094,6.9096319759,6.6617880845,6.8941486846,6.705280568099999,5.4757879330999994,5.3261654098,0.2809831857,0.3028085493,0.3235521043,2.5033047454,8.3650861743,7.4541427114,2.7842879311,8.6678947236,7.7776948157
29045,7139,7139,7136,7034,6984,6910,-3,-102,-50,-74,18,74,88,80,13,85,73,73,5,-11,15,7,0,3,3,3,-4,-94,-69,-61,-4,-91,-66,-58,-4,0,1,-23,90,90,90,90,90,10.44460127,12.555286060999999,11.5157622,11.997177135,10.415180482,10.508133007,-1.552575865,2.1401055785,1.0076291925,0.42342978119999997,0.4280211157,0.4318410825,-13.26746648,-9.844485661,-8.780768677000001,-12.8440367,-9.416464546,-8.348927595
29047,221939,221939,222687,225111,227639,230473,748,2424,2528,2834,786,3071,3080,3030,386,1550,1556,1554,400,1521,1524,1476,68,295,303,314,265,708,708,983,333,1003,1011,1297,15,-100,-7,61,2646,2646,2645,2644,2645,13.716005877999999,13.605742684,13.228206203,6.9227642821,6.873550524600001,6.7843671417,6.7932415955,6.732192158999999,6.4438390612,1.3175583634,1.3384870237,1.3708438111,3.1621400720999997,3.1275538377,4.2915269628,4.4796984355000005,4.4660408614,5.662370773999999
29049,20743,20743,20750,20685,20525,20571,7,-65,-160,46,61,245,233,240,31,234,253,220,30,11,-20,20,0,2,3,3,-19,-81,-144,6,-19,-79,-141,9,-4,3,1,17,445,445,445,445,445,11.825751177,11.307934967000001,11.679968853,11.294799083,12.278573162,10.706638116,0.5309520936,-0.970638195,0.9733307378,0.09653674429999999,0.1455957292,0.1459996107,-3.909738144,-6.988595001,0.2919992213,-3.8132013999999996,-6.842999272,0.437998832
29051,75990,75983,76127,76461,76445,76699,144,334,-16,254,223,941,910,905,118,601,595,606,105,340,315,299,27,88,118,97,18,-60,-450,-113,45,28,-332,-16,-6,-34,1,-29,4968,4970,4969,4931,4983,12.333866359000002,11.90273763,11.81894165,7.8774215535000005,7.7825592194,7.9141200439,4.4564448056,4.120178410299999,3.9048216058,1.1534327732,1.5434319124,1.2667815912,-0.786431436,-5.885969157999999,-1.4757352559999999,0.3670013369,-4.342537245,-0.208953665
29053,17601,17601,17584,17560,17511,17647,-17,-24,-49,136,44,200,193,194,29,186,193,177,15,14,0,17,1,4,4,4,-31,-61,-50,102,-30,-57,-46,106,-2,19,-3,13,1533,1516,1406,1485,1480,11.381743683,11.006244475,11.035895102000001,10.585021625,11.006244475,10.068832129,0.7967220578,0.0,0.9670629729000001,0.22763487370000002,0.22810869379999998,0.2275442289,-3.471431823,-2.851358672,5.8023778372,-3.24379695,-2.623249979,6.0299220661
29055,24696,24696,24610,24794,24807,24543,-86,184,13,-264,60,287,269,273,101,285,271,273,-41,2,-2,0,0,1,2,2,-45,180,15,-293,-45,181,17,-291,0,1,-2,27,332,332,332,332,332,11.61849243,10.846555513,11.063829787000001,11.537527326,10.927199048,11.063829787000001,0.08096510400000001,-0.080643535,0.0,0.040482552000000005,0.0806435354,0.0810536981,7.2868593636000005,0.6048265156,-11.87436677,7.327341915599999,0.6854700509999999,-11.79331307
29057,7883,7883,7862,7779,7565,7578,-21,-83,-214,13,20,70,68,65,42,106,82,99,-22,-36,-14,-34,0,0,0,0,2,-48,-204,56,2,-48,-204,56,-1,1,4,-9,133,133,133,133,133,8.950834345599999,8.8633993743,8.5848246715,13.554120581,10.688216893,13.075348345999998,-4.603286235,-1.8248175180000001,-4.490523673999999,0.0,0.0,0.0,-6.13771498,-26.59019812,7.39615664,-6.13771498,-26.59019812,7.39615664
29059,16777,16777,16735,16788,16789,16535,-42,53,1,-254,42,189,208,197,60,172,154,178,-18,17,54,19,-1,1,0,0,-23,14,-53,-269,-24,15,-53,-269,0,21,0,-4,199,199,199,199,199,11.275840468,12.389433243,11.823310527,10.261611431,9.1729457664,10.682991238,1.0142290368,3.2164874764999998,1.1403192894,0.059660531600000004,0.0,0.0,0.8352474420999999,-3.1569228939999996,-16.14452047,0.8949079736,-3.1569228939999996,-16.14452047
29061,8433,8433,8455,8333,8270,8294,22,-122,-63,24,36,119,107,111,10,89,82,76,26,30,25,35,0,3,3,3,-1,-155,-88,-3,-1,-152,-85,0,-3,0,-3,-11,152,152,152,152,152,14.176792947000001,12.889236885,13.402559768,10.602811532,9.8777329398,9.1765274088,3.5739814152999996,3.0115039451,4.2260323593,0.3573981415,0.3613804734,0.3622313451,-18.46557065,-10.60049389,-0.362231345,-18.108172500000002,-10.23911341,0.0
29063,12892,12892,12878,12918,12905,12840,-14,40,-13,-65,23,116,107,114,17,123,116,98,6,-7,-9,16,2,14,14,14,-15,-9,-18,-104,-13,5,-4,-90,-7,42,0,9,3560,3560,3560,3553,3546,8.9936424252,8.2871858421,8.8560885609,9.5363622267,8.9842388568,7.6131287629,-0.542719802,-0.697053015,1.242959798,1.085439603,1.0843046896,1.0875898233,-0.6977826020000001,-1.39410603,-8.079238687,0.3876570011,-0.30980134,-6.991648864
29065,15657,15657,15715,15596,15662,15730,58,-119,66,68,54,161,177,171,29,201,178,197,25,-40,-1,-26,3,12,14,14,29,-88,55,77,32,-76,69,91,1,-3,-2,3,202,202,202,201,201,10.283925777,11.325100774000001,10.894495413,12.838938392000001,11.389084394000001,12.5509684,-2.555012615,-0.06398362,-1.656472987,0.7665037845999999,0.8957706826999999,0.8919469929,-5.621027754,3.5190991106,4.9057084608,-4.854523969,4.414869793299999,5.7976554536
29067,13684,13684,13648,13640,13637,13515,-36,-8,-3,-122,40,143,153,154,22,145,144,148,18,-2,9,6,0,1,1,1,-51,-6,-10,-121,-51,-5,-9,-120,-3,-1,-3,-8,123,123,123,123,123,10.48079742,11.218242475,11.343547437,10.627381998999999,10.558345859,10.901591043,-0.146584579,0.6598966162,0.4419563936,0.0732922897,0.0733218462,0.07365939889999999,-0.43975373799999995,-0.7332184620000001,-8.912787272000001,-0.36646144799999997,-0.659896616,-8.839127872999999
29069,31953,31953,31950,32038,31901,31712,-3,88,-137,-189,116,502,441,472,77,444,432,443,39,58,9,29,3,6,4,4,-42,40,-151,-191,-39,46,-147,-187,-3,-16,1,-31,672,672,672,671,671,15.690441958,13.794397785,14.839734017,13.87760205,13.512879462999999,13.927970698,1.8128399075,0.2815183222,0.9117633187999999,0.18753516280000002,0.1251192543,0.1257604578,1.250234419,-4.7232518489999995,-6.0050618579999995,1.4377695818,-4.598132595,-5.879301401
29071,101492,101491,101538,101669,101402,101816,47,131,-267,414,330,1252,1278,1243,268,980,964,948,62,272,314,295,6,19,19,22,-11,-107,-603,23,-5,-88,-584,45,-10,-53,3,74,857,857,856,857,856,12.322410153,12.586730749,12.233168322000001,9.6453370209,9.4942163086,9.3298821955,2.6770731323,3.0925144408,2.9032861262000003,0.187001432,0.18712667,0.2165162535,-1.053113328,-5.938809579,0.2263579014,-0.8661118959999999,-5.7516829089999995,0.4428741548
29073,15222,15221,15221,15103,14988,14901,0,-118,-115,-87,29,177,126,144,52,189,217,195,-23,-12,-91,-51,0,3,3,3,27,-103,-26,-28,27,-100,-23,-25,-4,-6,-1,-11,250,250,250,250,250,11.673921645999998,8.374597055599999,9.6356519121,12.465373961,14.422917150999998,13.048278630999999,-0.791452315,-6.048320096,-3.412626719,0.1978630787,0.199395168,0.20074274820000002,-6.793299037000001,-1.728091456,-1.8735989830000002,-6.5954359579999995,-1.5286962880000001,-1.672856235
29075,6738,6738,6730,6822,6801,6775,-8,92,-21,-26,21,85,90,82,10,85,83,85,11,0,7,-3,0,1,1,1,-15,85,-30,-22,-15,86,-29,-21,-4,6,1,-2,177,177,177,177,177,12.544273908,13.21294869,12.080141425999999,12.544273908,12.185274903,12.52209782,0.0,1.0276737870000001,-0.441956394,0.147579693,0.146810541,0.1473187979,12.544273908,-4.40431623,-3.241013553,12.691853600999998,-4.257505688999999,-3.093694755
29077,275174,275174,275369,277298,280604,283870,195,1929,3306,3266,874,3569,3552,3603,658,2545,2503,2510,216,1024,1049,1093,51,174,197,201,-57,776,2051,1803,-6,950,2248,2004,-15,-45,9,169,11242,11238,11241,11247,11248,12.915553127,12.733419131,12.765866984,9.2098858806,8.9729020509,8.893235118,3.7056672463,3.7605170801,3.8726318661000003,0.6296739266,0.7062172209,0.7121674337999999,2.8082009600999998,7.3525457875999995,6.3882481744,3.4378748867,8.0587630086,7.1004156082000005
29079,10261,10261,10259,10248,10331,10355,-2,-11,83,24,32,118,148,131,57,139,110,122,-25,-21,38,9,1,4,4,4,25,-2,42,5,26,2,46,9,-3,8,-1,6,350,350,350,350,350,11.50826547,14.383594927,12.665570918,13.556346612999999,10.690509743,11.79541719,-2.048081143,3.6930851839,0.8701537272,0.3901106939,0.38874580880000004,0.3867349898,-0.195055347,4.0818309928,0.48341873729999996,0.195055347,4.4705768016,0.8701537272
29081,8957,8957,8949,8906,8771,8741,-8,-43,-135,-30,30,104,118,108,13,107,105,120,17,-3,13,-12,0,2,2,2,-22,-55,-152,-12,-22,-53,-150,-10,-3,13,2,-8,145,145,145,145,145,11.649397927999999,13.350681677,12.334399269,11.985438253,11.879843865,13.704888077,-0.336040325,1.4708378118,-1.3704888080000002,0.2240268832,0.2262827403,0.2284148013,-6.1607392889999995,-17.19748826,-1.3704888080000002,-5.936712405,-16.97120552,-1.1420740059999999
29083,22272,22272,22242,22192,22147,22059,-30,-50,-45,-88,56,279,267,270,96,304,314,301,-40,-25,-47,-31,0,1,1,1,9,-30,4,-31,9,-29,5,-30,1,4,-3,-27,233,233,233,233,233,12.557951119,12.043573378,12.215536353,13.683215555999999,14.163603148,13.618060897000001,-1.125264437,-2.120029771,-1.402524544,0.0450105775,0.0451070164,0.0452427272,-1.350317325,0.1804280656,-1.402524544,-1.305306747,0.225535082,-1.3572818169999998
29085,9627,9627,9641,9591,9399,9305,14,-50,-192,-94,23,81,69,78,30,149,141,129,-7,-68,-72,-51,0,0,0,0,22,4,-118,0,22,4,-118,0,-1,14,-2,-43,75,75,75,75,75,8.4234608985,7.2669826224000005,8.3404619333,15.495008319,14.849921011,13.79384089,-7.071547421,-7.582938389,-5.453378956,0.0,0.0,0.0,0.41597337770000004,-12.42759347,0.0,0.41597337770000004,-12.42759347,0.0
29087,4912,4912,4900,4826,4652,4568,-12,-74,-174,-84,11,63,42,43,8,70,63,64,3,-7,-21,-21,0,2,2,2,-11,-73,-158,-69,-11,-71,-156,-67,-4,4,3,4,101,101,101,101,101,12.95496607,8.8626292467,9.327548806900001,14.394406745,13.29394387,13.882863340999998,-1.439440674,-4.4313146230000005,-4.555314534,0.41126876409999996,0.4220299641,0.43383947939999995,-15.01130989,-33.34036717,-14.96746204,-14.60004113,-32.918337199999996,-14.53362256
29089,10144,10148,10127,10191,10171,10257,-21,64,-20,86,26,119,117,119,14,102,92,65,12,17,25,54,1,10,10,10,-32,29,-56,36,-31,39,-46,46,-2,8,1,-14,714,714,714,714,714,11.713751353,11.491994892000001,11.650675543,10.040358303,9.0364404282,6.3638143724,1.6733930505,2.4555544642,5.2868611709,0.9843488531999999,0.9822217857,0.979048365,2.8546116744,-5.500442,3.524574114,3.8389605276,-4.518220213999999,4.503622479
29091,40400,40400,40612,40687,40683,40393,212,75,-4,-290,162,560,504,524,87,465,487,478,75,95,17,46,8,31,30,31,124,-29,-46,-324,132,2,-16,-293,5,-22,-5,-43,608,608,608,608,608,13.776307212,12.387857933,12.926143372,11.439255095,11.970013518,11.791405595,2.3370521162999998,0.4178444144,1.1347377769,0.7626170064,0.737372496,0.7647145888,-0.7134159090000001,-1.130637827,-7.992500862999999,0.049201097199999995,-0.393265331,-7.227786275
29093,10630,10630,10594,10467,10405,10344,-36,-127,-62,-61,28,101,122,119,18,142,132,141,10,-41,-10,-22,2,8,8,8,-50,-156,-61,-45,-48,-148,-53,-37,2,62,1,-2,276,276,276,276,276,9.591187502999999,11.690302798,11.47043231,13.484639856,12.648524339000002,13.591016435,-3.8934523530000003,-0.9582215409999999,-2.120584125,0.75969802,0.7665772327,0.7711214998,-14.81411139,-5.845151399,-4.337558437,-14.05441337,-5.078574166,-3.5664369369999998
29095,674158,674158,674934,675267,677244,679996,776,333,1977,2752,2440,9582,9706,9557,1442,6000,6173,6156,998,3582,3533,3401,219,847,865,887,-420,-3971,-2358,-1500,-201,-3124,-1493,-613,-21,-125,-63,-36,11219,11219,11218,11221,11157,14.19344231,14.352563491,14.082991954,8.8875656291,9.1282067207,9.0713506823,5.3058766806,5.2243567705,5.011641272,1.2546280146,1.2791023511,1.3070643364,-5.882087186000001,-3.486847796,-2.2103681,-4.627459171,-2.207745445,-0.903303764
29097,117404,117404,117784,117933,115451,116398,380,149,-2482,947,465,1754,1706,1605,297,1158,1128,1049,168,596,578,556,32,112,122,123,185,-634,-3226,269,217,-522,-3104,392,-5,75,44,-1,2478,2478,2478,2478,2478,14.882252870999999,14.619682583,13.845218224000002,9.8253414052,9.6664724231,9.0489930946,5.0569114659,4.9532101601,4.7962251293,0.9502920875,1.0454872656,1.0610354153000001,-5.379331996,-27.64542556,2.3204758269,-4.429039908,-26.5999383,3.3815112422
29099,218733,218728,219087,219703,220229,221396,359,616,526,1167,666,2730,2668,2642,404,1831,1836,1868,262,899,832,774,24,90,90,92,79,-422,-383,179,103,-332,-293,271,-6,49,-13,122,1983,1983,1983,1983,1983,12.443310012000001,12.129147232000001,11.964902349,8.3456778869,8.346744496900001,8.4596660062,4.0976321247000005,3.782402735,3.5052363431,0.4102190114,0.40915414200000005,0.4166430795,-1.923471364,-1.7411781819999999,0.8106425134,-1.5132523530000002,-1.33202404,1.227285593
29101,52595,52595,52705,53464,54495,54572,110,759,1031,77,166,720,730,727,66,391,379,362,100,329,351,365,54,64,301,160,-42,357,381,-447,12,421,682,-287,-2,9,-2,-1,3671,3670,3769,3847,3855,13.563281184000001,13.523652497999999,13.3312551,7.3656151984000005,7.021183968,6.6381215216,6.1976659854,6.502468529700001,6.6931335784,1.2056249941,5.5761909614,2.9339763631999998,6.7251269203,7.0582350707,-8.196796465,7.930751914400001,12.634426032,-5.262820101
29103,4131,4131,4125,4109,4082,4067,-6,-16,-27,-15,8,42,54,51,18,52,41,42,-10,-10,13,9,0,0,0,0,4,-13,-40,-26,4,-13,-40,-26,0,7,0,2,87,87,87,87,87,10.201603109,13.185203272,12.516873235999999,12.63055623,10.010987669,10.308013253,-2.428953121,3.1742156025,2.2088599828,0.0,0.0,0.0,-3.157639058,-9.766817238,-6.381151061000001,-3.157639058,-9.766817238,-6.381151061000001
29105,35571,35571,35652,35580,35419,35667,81,-72,-161,248,111,445,480,453,58,357,385,360,53,88,95,93,0,3,3,3,31,-170,-263,135,31,-167,-260,138,-3,7,4,17,345,345,345,345,345,12.494384546,13.521317202,12.745125622,10.023584906,10.845223172,10.128576654,2.4707996406,2.6760940294999997,2.6165489688999997,0.0842318059,0.0845082325,0.08440480539999999,-4.773135669,-7.40855505,3.7982162451,-4.688903863,-7.324046817999999,3.8826210506
29107,33381,33381,33413,33223,33116,32943,32,-190,-107,-173,119,373,383,388,113,334,329,333,6,39,54,55,0,3,3,3,27,-237,-166,-213,27,-234,-163,-210,-1,5,2,-18,724,724,724,724,724,11.195149769,11.546752287,11.747074585,10.024611321,9.9187506595,10.081896486,1.1705384477,1.628001628,1.6651780984,0.0900414191,0.0904445349,0.0908278963,-7.113272105,-5.004597597,-6.448780635,-7.023230686000001,-4.914153062,-6.357952739
29109,38634,38634,38583,38555,38465,38185,-51,-28,-90,-280,115,480,491,483,110,424,416,407,5,56,75,76,0,12,11,11,-59,-73,-175,-376,-59,-61,-164,-365,3,-23,-1,9,559,559,559,559,559,12.445228033,12.749935082,12.602739726,10.993284762,10.80238899,10.619699935,1.4519432705000002,1.9475460919,1.9830397913,0.3111307008,0.2856400935,0.2870189172,-1.892711763,-4.544274214,-9.810828441,-1.581581063,-4.258634121,-9.523809523999999
29111,10211,10211,10202,10242,10166,10152,-9,40,-76,-14,29,109,115,107,16,108,106,107,13,1,9,0,1,3,3,3,-20,18,-88,-25,-19,21,-85,-22,-3,18,0,8,782,782,782,782,782,10.663275289,11.270090160999999,10.53253273,10.565447075,10.388083105,10.53253273,0.09782821369999999,0.8820070561,0.0,0.293484641,0.29400235199999997,0.295304656,1.7609078458,-8.624068993,-2.460872133,2.0543924868,-8.330066641,-2.1655674769999997
29113,52566,52565,52707,53099,53345,53860,142,392,246,515,181,742,715,712,80,424,412,392,101,318,303,320,2,7,5,6,38,53,-56,165,40,60,-51,171,1,14,-6,24,632,632,632,632,632,14.025669622,13.434294089000002,13.282962547999999,8.0146683553,7.7411596708,7.3130917401,6.0110012665,5.6931344181,5.9698708083000005,0.13231763789999998,0.0939461125,0.1119350777,1.0018335444,-1.05219646,3.0782146355,1.1341511824,-0.958250348,3.1901497132
29115,12761,12761,12753,12567,12497,12368,-8,-186,-70,-129,36,130,139,136,19,173,163,159,17,-43,-24,-23,0,6,7,7,-22,-147,-52,-119,-22,-141,-45,-112,-3,-2,-1,6,152,152,152,152,152,10.268562401,11.09160549,10.939070982999999,13.665086888,13.006702841,12.789060929000001,-3.3965244869999998,-1.915097351,-1.849989946,0.4739336493,0.5585700606,0.5630404183,-11.61137441,-4.1493775930000005,-9.57168711,-11.13744076,-3.590807533,-9.008646692000001
29117,15195,15195,15136,15103,15037,14871,-59,-33,-66,-166,36,156,164,155,63,185,195,186,-27,-29,-31,-31,1,4,4,4,-36,-5,-40,-137,-35,-1,-36,-133,3,-3,1,-2,1340,1306,1393,1428,1399,10.317801515,10.882548109000002,10.3651197,12.23585436,12.939615129000002,12.43814364,-1.918052846,-2.057067021,-2.07302394,0.2645590132,0.2654280027,0.26748696,-0.33069876600000003,-2.654280027,-9.16142838,-0.066139753,-2.388852024,-8.89394142
29119,23083,23083,23070,22856,22902,22558,-13,-214,46,-344,69,286,324,305,42,197,192,207,27,89,132,98,6,27,26,26,-46,-344,-107,-452,-40,-317,-81,-426,0,14,-5,-16,157,157,157,157,157,12.454818621,14.161458106,13.418389793,8.5790184209,8.3919751737,9.1069071711,3.8758002002999996,5.769482931900001,4.3114826221,1.1758045552,1.1364133048,1.1438627365,-14.980621,-4.676777831,-19.88561373,-13.80481644,-3.5403645260000003,-18.74175099
29121,15566,15566,15603,15493,15578,15544,37,-110,85,-34,49,188,166,181,24,202,165,149,25,-14,1,32,0,2,2,2,12,-89,84,-66,12,-87,86,-64,0,-9,-2,-2,286,286,286,286,286,12.091587342,10.685204853,11.631643210999998,12.992024698,10.620836149,9.5752201015,-0.900437355,0.06436870389999999,2.0564231091,0.12863390789999998,0.1287374079,0.1285264443,-5.724208901,5.4069711306,-4.241372662,-5.595574994,5.535708538500001,-4.1128462180000005
29123,12226,12226,12207,12329,12472,12431,-19,122,143,-41,38,143,141,146,24,161,104,147,14,-18,37,-1,4,12,13,13,-34,95,93,-45,-30,107,106,-32,-3,33,0,-8,168,168,167,167,165,11.656341702,11.370509254000002,11.72549492,13.123573525,8.3867585984,11.805806529000002,-1.467231823,2.9837506551999997,-0.080311609,0.9781545484,1.0483448248,1.0440509176000001,7.7437235083000004,7.4996975928,-3.6140224069999998,8.7218780567,8.5480424176,-2.5699714890000003
29125,9176,9176,9181,9192,8995,9018,5,11,-197,23,22,88,87,82,33,110,217,155,-11,-22,-130,-73,2,6,6,6,14,22,-72,102,16,28,-66,108,0,5,-1,-12,67,67,67,67,67,9.5792739346,9.5672733271,9.104535613200001,11.974092418,23.863198988,17.209792927,-2.394818484,-14.29592566,-8.105257314,0.6531323137,0.6598119536,0.6661855327,2.3948184836,-7.917743442999999,11.325154055,3.0479507974,-7.25793149,11.991339587999999
29127,28781,28781,28798,28780,28818,28904,17,-18,38,86,103,394,340,366,62,330,241,263,41,64,99,103,2,4,4,4,-24,-79,-59,-37,-22,-75,-55,-33,-2,-7,-6,16,1368,1368,1368,1368,1367,13.685782764,11.805965485,12.681473268,11.462711452,8.3683461231,9.1126433596,2.223071312,3.4376193618,3.5688299088999997,0.138941957,0.1388937116,0.1385953363,-2.744103651,-2.048682246,-1.28200686,-2.605161694,-1.909788534,-1.143411524
29129,3785,3785,3774,3783,3718,3695,-11,9,-65,-23,6,42,43,40,17,49,38,36,-11,-7,5,4,0,1,1,1,2,17,-71,-30,2,18,-70,-29,-2,-2,0,2,51,51,51,51,51,11.115522033,11.465137982,10.791852152,12.968109038,10.131982402,9.7126669365,-1.852587005,1.3331555793,1.0791852151999999,0.2646552865,0.2666311159,0.26979630379999997,4.4991398703,-18.93080923,-8.093889114,4.7637951568,-18.66417811,-7.82409281
29131,24748,24748,24716,24859,24810,25092,-32,143,-49,282,68,287,292,274,84,258,262,251,-16,29,30,23,7,26,26,27,-21,49,-103,280,-14,75,-77,307,-2,39,-2,-48,271,271,271,271,271,11.578416541,11.75783688,10.981523787,10.408472012,10.54983994,10.059717045,1.1699445284999999,1.2079969396999999,0.9218067412000001,1.0489157842,1.0469306811,1.0821209571,1.976802824,-4.14745616,11.22199511,3.0257186082,-3.100525479,12.304116067
29133,14358,14358,14333,14262,14330,14282,-25,-71,68,-48,56,171,192,188,74,199,173,189,-18,-28,19,-1,0,-2,-4,-4,-7,-45,54,-52,-7,-47,50,-56,0,4,-1,9,1874,1832,1836,1853,1874,11.96013289,13.430330162,13.141339298,13.918517223,12.101287073,13.211240039000002,-1.9583843330000001,1.329043089,-0.069900741,-0.139884595,-0.279798545,-0.279602964,-3.1474033919999997,3.7772803581,-3.6348385289999996,-3.287287987,3.4974818131,-3.914441493
29135,15607,15607,15623,15693,15674,15748,16,70,-19,74,50,200,208,205,21,147,134,148,29,53,74,57,0,7,6,6,-11,16,-101,2,-11,23,-95,8,-2,-6,2,9,1316,1320,1316,1271,1323,12.773023375,13.262345777,13.048182802000001,9.3881721804,8.544011222,9.4201514862,3.3848511943,4.7183345554,3.6280313156,0.4470558181,0.38256766670000003,0.3818980332,1.02184187,-6.439889055,0.1272993444,1.4688976881,-6.057321389,0.5091973776
29137,8840,8840,8789,8708,8707,8774,-51,-81,-1,67,20,98,87,90,34,92,76,80,-14,6,11,10,0,0,0,0,-36,-99,-11,78,-36,-99,-11,78,-1,12,-1,-21,128,128,128,128,128,11.201920329000002,9.991386735599999,10.29689377,10.516088472,8.7281079529,9.1527944626,0.6858318568999999,1.2632787827,1.1440993078,0.0,0.0,0.0,-11.31622564,-1.263278783,8.923974601,-11.31622564,-1.263278783,8.923974601
29139,12236,12236,12239,12231,12026,11965,3,-8,-205,-61,36,167,141,157,51,157,147,140,-15,10,-6,17,0,3,3,3,22,-19,-206,-86,22,-16,-203,-83,-4,-2,4,5,394,394,394,394,394,13.649366571,11.625510162000001,13.088241424000001,12.832039232,12.120212722,11.671043308,0.8173273395999999,-0.49470256,1.417198116,0.24519820190000002,0.24735128,0.2500937852,-1.552921945,-16.984787899999997,-7.169355175,-1.307723743,-16.73743662,-6.91926139
29141,20565,20565,20572,20403,20153,20265,7,-169,-250,112,65,233,267,247,86,295,310,283,-21,-62,-43,-36,0,2,2,2,33,-106,-213,138,33,-104,-211,140,-5,-3,4,8,302,302,302,302,302,11.372788285999999,13.166978992,12.222277202999999,14.399023795,15.287503699,14.003661735,-3.0262355089999997,-2.120524707,-1.781384532,0.0976205003,0.09862905609999999,0.0989658073,-5.1738865160000005,-10.50399448,6.828640704600001,-5.076266016,-10.40536542,6.9276065120000005
29143,18956,18960,18937,18794,18483,18365,-23,-143,-311,-118,59,232,209,206,36,261,235,230,23,-29,-26,-24,2,5,5,5,-43,-117,-292,-95,-41,-112,-287,-90,-5,-2,2,-4,332,332,332,332,332,12.297580239,11.213348714,11.181068172,13.834777769,12.608310755,12.483716890999998,-1.53719753,-1.3949620409999999,-1.302648719,0.26503405690000004,0.2682619309,0.2713851498,-6.2017969310000005,-15.66649677,-5.156317846,-5.936762873999999,-15.39823484,-4.884932696
29145,58114,58112,58125,58805,59040,58845,13,680,235,-195,187,744,763,753,117,579,583,578,70,165,180,175,8,40,38,39,-60,355,23,-327,-52,395,61,-288,-5,120,-6,-82,880,881,881,880,880,12.725562302,12.949212949000001,12.775162234000002,9.903360985199999,9.8943527515,9.8061670272,2.8222013169999998,3.0548601976999996,2.9689952072000003,0.6841700162000001,0.6449149306,0.661661789,6.0720088942,0.3903432475,-5.547779616000001,6.756178910499999,1.0352581781,-4.886117827
29147,23370,23370,23378,23450,23402,23261,8,72,-48,-141,68,221,219,209,26,193,196,169,42,28,23,40,6,34,35,35,-37,4,-107,-226,-31,38,-72,-191,-3,6,1,10,3611,3610,3611,3612,3623,9.438797300800001,9.34858704,8.957846688,8.2429315794,8.3667719628,7.2434262691999995,1.1958657214,0.9818150773000001,1.7144204187,1.4521226616999998,1.4940664219,1.5001178663999999,0.1708379602,-4.56757449,-9.686475366,1.6229606219,-3.073508068,-8.1863575
29149,10881,10881,10920,11052,10985,10996,39,132,-67,11,25,129,135,129,31,135,126,135,-6,-6,9,-6,0,-1,-1,-1,43,137,-75,8,43,136,-76,7,2,2,0,10,121,121,121,121,121,11.742217368,12.252121432000001,11.737409581,12.288367013,11.435313337,12.283335608,-0.546149645,0.8168080955,-0.545926027,-0.091024941,-0.090756455,-0.09098767099999999,12.470416894000001,-6.806734129,0.7279013693999999,12.379391952999999,-6.897490584,0.6369136982
29151,13878,13885,13872,13914,13852,13688,-13,42,-62,-164,35,148,153,142,20,122,127,129,15,26,26,13,0,0,0,0,-27,12,-89,-177,-27,12,-89,-177,-1,4,1,0,405,405,405,405,405,10.652846757,11.020672765,10.312273057,8.7814007054,9.1478787006,9.3681917211,1.8714460519999998,1.8727940647,0.9440813362,0.0,0.0,0.0,0.8637443317,-6.410718144,-12.854030499999999,0.8637443317,-6.410718144,-12.854030499999999
